County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Year
Collin County,914075,448915,465160,15.1,59.1,9.2,0.3,13.5,0.1,584404,90124.0,995.0,41609,444,6.9,8.2,52.7,12.1,24.3,5.2,5.7,81.3,7.0,1.1,0.8,1.3,8.5,28.7,474671,84.3,9.7,5.9,0.1,4.3,2017
Collingsworth County,3026,1508,1518,31.3,60.3,3.5,4.3,0.1,0.0,2035,46348.0,6241.0,21356,2113,15.0,25.8,20.9,22.4,19.0,21.4,16.2,86.3,8.8,0.0,4.1,0.0,0.8,15.4,1386,65.2,26.2,8.7,0.0,7.1,2017
Colorado County,20913,10487,10426,28.9,57.0,13.0,0.1,0.1,0.0,14875,50241.0,3748.0,26689,1937,12.0,15.3,29.4,17.9,23.5,14.2,15.0,85.8,8.0,1.1,1.0,0.6,3.5,20.5,9491,73.3,17.6,8.8,0.2,2.9,2017
Comal County,129100,63732,65368,26.8,68.7,2.0,0.1,1.0,0.0,94928,73655.0,1751.0,35841,827,9.2,14.1,39.0,14.7,27.3,10.0,9.0,80.7,8.5,0.2,1.6,1.4,7.6,30.6,59833,78.7,12.8,8.0,0.4,3.8,2017
Comanche County,13492,6710,6782,27.3,70.4,0.7,0.5,0.6,0.0,9715,42419.0,2872.0,22751,1575,18.2,29.2,29.6,14.4,21.7,17.3,16.9,80.6,11.3,0.0,2.7,1.7,3.8,25.2,5454,75.4,14.3,10.0,0.3,3.6,2017
Concho County,3858,2622,1236,53.0,44.9,0.7,0.1,1.0,0.0,2114,46696.0,9020.0,17513,2719,8.5,13.8,30.8,16.0,22.5,20.0,10.7,79.3,12.1,0.0,3.5,0.0,5.1,22.5,1023,55.0,25.9,19.1,0.0,0.4,2017
Cooke County,39064,19358,19706,17.3,76.4,2.5,0.7,0.9,0.2,27204,60027.0,2476.0,29067,1064,13.9,24.7,29.2,20.4,21.6,11.0,17.8,76.8,15.7,0.1,1.6,1.2,4.6,25.5,18724,77.5,14.9,7.3,0.2,5.2,2017
Coryell County,75818,37921,37897,17.8,59.5,13.7,0.6,1.8,0.7,55434,50865.0,1533.0,21171,1082,13.3,18.9,29.8,23.8,25.1,12.6,8.8,72.8,12.8,0.4,7.3,2.2,4.5,22.0,23306,62.0,31.8,6.1,0.1,9.9,2017
Cottle County,1498,758,740,32.7,53.6,10.2,0.3,0.0,0.0,1061,33534.0,5773.0,20566,2966,24.5,35.8,26.0,29.2,17.7,22.3,4.9,69.5,17.5,0.3,8.2,3.0,1.6,15.2,651,61.6,24.6,13.4,0.5,10.7,2017
Crane County,4836,2515,2321,62.8,32.9,4.2,0.1,0.0,0.0,2746,63935.0,9605.0,24582,1869,11.8,16.6,19.1,16.7,16.1,27.2,20.9,78.5,17.3,1.7,0.8,1.4,0.4,28.5,2023,84.0,13.2,2.8,0.0,2.6,2017
Crockett County,3836,1903,1933,66.1,33.0,0.9,0.0,0.0,0.0,2618,52310.0,7773.0,23296,3356,20.9,39.8,26.4,17.0,19.1,24.5,13.0,80.0,16.5,0.0,0.0,0.0,3.5,22.3,1733,66.9,19.2,13.8,0.0,2.4,2017
Crosby County,5895,2918,2977,55.4,40.0,3.7,0.0,0.0,0.0,4174,38674.0,2969.0,20057,1734,20.8,29.7,30.0,18.4,21.5,19.2,10.9,85.2,7.9,0.0,2.2,3.5,1.3,21.6,2519,72.1,19.7,7.9,0.2,7.7,2017
Culberson County,2257,1162,1095,80.7,17.4,0.4,0.0,0.3,0.0,1587,33125.0,11492.0,16763,2601,29.4,47.3,19.3,36.0,17.9,19.7,7.1,78.0,11.6,0.0,2.6,4.6,3.2,12.5,974,73.4,18.8,7.8,0.0,5.3,2017
Dallam County,7207,3880,3327,43.8,51.2,1.7,1.2,0.9,0.0,4139,45580.0,8818.0,25221,4782,15.9,24.6,20.9,25.0,14.3,21.0,18.8,83.9,11.0,0.4,1.8,0.6,2.3,13.5,3501,77.5,10.9,11.4,0.1,3.7,2017
Dallas County,2552213,1257751,1294462,39.6,30.2,22.1,0.2,6.0,0.0,1473599,53626.0,437.0,29810,247,17.7,27.1,34.0,17.7,24.1,11.5,12.8,78.4,11.0,2.8,1.5,2.0,4.3,27.2,1252101,84.3,9.1,6.4,0.2,5.9,2017
Dawson County,13095,7274,5821,56.4,36.3,5.7,0.4,0.9,0.0,9223,43201.0,4374.0,21360,1861,18.5,20.4,25.0,17.0,21.8,19.3,16.8,77.8,16.5,0.3,2.3,0.3,2.9,16.6,4968,70.4,20.1,9.3,0.3,6.7,2017
Deaf Smith County,18947,9499,9448,71.6,25.9,0.8,0.3,0.5,0.1,10652,51543.0,3468.0,21209,1250,18.0,26.8,27.7,12.8,18.5,15.0,26.0,85.0,11.5,0.5,0.4,0.4,2.2,13.1,8619,80.9,12.9,5.5,0.7,5.0,2017
Delta County,5172,2552,2620,6.9,81.5,7.9,0.2,0.7,0.0,3959,42642.0,5710.0,22732,2155,22.9,40.1,31.0,16.5,22.1,13.9,16.5,86.9,7.1,0.6,2.4,1.6,1.5,31.5,1980,72.6,19.6,7.8,0.0,6.4,2017
Denton County,781321,384390,396931,19.1,60.9,9.1,0.3,7.8,0.1,519933,80290.0,1119.0,37928,397,8.4,9.4,46.0,13.9,25.6,6.3,8.2,80.9,8.5,0.9,1.3,1.3,7.1,28.9,419189,82.7,11.6,5.5,0.2,4.5,2017
DeWitt County,20474,10697,9777,34.5,55.6,9.0,0.0,0.0,0.0,15285,50960.0,5037.0,28116,2303,16.0,20.2,30.5,18.3,19.8,15.5,15.9,85.0,7.6,0.1,2.3,1.0,3.9,23.8,7965,76.9,16.1,6.7,0.2,6.5,2017
Dickens County,2224,1186,1038,27.6,68.7,3.1,0.3,0.1,0.0,1664,43088.0,3488.0,24171,3281,16.6,19.3,37.1,20.7,17.4,17.0,7.8,66.5,14.8,0.3,7.1,6.4,5.0,19.1,747,65.9,22.0,12.0,0.1,15.0,2017
Dimmit County,10822,5284,5538,86.5,13.2,0.1,0.0,0.2,0.0,7179,31384.0,5343.0,17939,3265,30.2,43.3,23.1,24.2,30.2,12.8,9.8,80.3,8.6,0.4,3.1,1.0,6.7,15.6,3805,72.7,16.6,10.7,0.0,15.0,2017
Donley County,3433,1714,1719,10.6,81.8,3.7,0.7,0.5,0.0,2699,44429.0,6281.0,23212,1865,14.9,23.5,30.5,21.5,22.9,14.7,10.4,74.2,14.8,0.0,4.8,0.3,5.9,23.6,1421,66.6,19.3,14.1,0.0,4.6,2017
Duval County,11434,5891,5543,89.3,9.0,1.4,0.0,0.3,0.0,8283,35443.0,5975.0,19085,2049,25.2,36.2,19.6,27.1,18.5,22.2,12.7,74.0,15.5,0.0,3.1,1.2,6.2,27.6,3950,73.5,18.5,7.2,0.8,13.6,2017
Eastland County,18278,9337,8941,16.0,79.9,2.2,0.4,0.2,0.0,14087,32135.0,3314.0,20433,2001,17.4,24.6,28.7,17.4,23.5,13.5,16.8,87.2,8.5,0.0,2.6,1.1,0.7,18.6,6910,76.6,15.8,6.6,0.9,5.7,2017
Ector County,155744,78798,76946,58.7,34.5,4.1,0.2,1.0,0.0,96417,59528.0,2471.0,27728,973,12.3,15.6,23.4,15.7,25.9,17.9,17.1,81.1,13.6,0.4,1.7,1.0,2.2,22.0,72576,82.3,11.0,6.5,0.1,6.9,2017
Edwards County,2111,965,1146,56.9,43.1,0.0,0.0,0.0,0.0,1765,48462.0,24610.0,28968,13175,7.0,12.4,14.0,22.1,37.2,23.5,3.3,63.6,15.2,0.0,1.9,3.0,16.3,16.3,888,64.9,18.2,16.9,0.0,5.1,2017
Ellis County,164092,80837,83255,25.5,62.6,8.9,0.3,0.7,0.0,111526,67371.0,2205.0,28612,695,10.5,14.6,33.2,13.5,25.8,11.8,15.7,82.0,11.1,0.4,0.9,0.6,5.0,29.3,78597,79.5,13.1,7.2,0.2,4.6,2017
El Paso County,834825,409199,425626,82.2,12.4,3.0,0.3,1.1,0.1,488016,43244.0,675.0,19950,268,21.7,30.2,30.1,20.9,27.0,9.1,12.9,79.7,11.0,1.5,2.0,2.3,3.5,23.4,341350,74.0,19.5,6.3,0.1,7.0,2017
Erath County,41016,20118,20898,20.6,75.4,1.6,0.5,0.8,0.0,30429,47013.0,2530.0,23511,1391,22.6,21.5,32.1,21.6,19.5,12.1,14.8,81.8,10.2,0.3,2.5,0.7,4.5,19.9,19076,77.0,14.0,8.3,0.6,4.3,2017
Falls County,17289,8135,9154,22.8,51.5,24.3,0.2,0.2,0.1,12915,38834.0,4055.0,17755,973,25.2,37.7,23.0,19.1,20.3,14.5,23.1,78.0,11.1,1.1,3.7,2.9,3.2,26.7,5774,77.4,15.5,6.9,0.1,6.1,2017
Fannin County,33787,17846,15941,10.6,79.4,6.5,0.4,0.7,0.1,25406,47875.0,2798.0,23212,927,14.8,19.1,31.7,16.4,22.6,12.9,16.5,81.7,9.9,0.0,1.7,1.2,5.5,29.7,13407,72.5,19.9,7.3,0.3,5.2,2017
Fayette County,24963,12188,12775,20.4,71.9,6.0,0.1,0.7,0.0,18780,56941.0,5047.0,30405,1931,9.1,10.1,22.3,18.7,26.2,16.2,16.6,85.3,8.4,0.2,1.9,1.0,3.1,22.8,11626,75.9,13.5,10.2,0.4,1.5,2017
Fisher County,3875,1867,2008,29.8,66.5,2.9,0.0,0.5,0.1,2961,45294.0,3897.0,27750,3592,17.4,24.5,32.8,16.6,19.8,17.2,13.6,81.3,11.0,0.0,3.3,0.9,3.5,21.3,1728,68.3,18.2,13.1,0.4,5.6,2017
Floyd County,5953,2911,3042,57.8,37.9,2.5,0.2,0.3,0.0,4035,48767.0,4541.0,24347,2488,18.2,28.7,30.0,17.1,15.6,22.9,14.4,81.0,8.9,0.8,1.6,0.3,7.4,14.9,2444,75.3,15.1,9.6,0.0,6.4,2017
Foard County,1414,749,665,21.6,76.2,2.2,0.0,0.0,0.0,1096,50000.0,15300.0,26034,4635,5.7,5.3,22.2,22.7,23.5,15.1,16.6,84.3,10.9,0.0,2.4,0.0,2.4,20.8,591,60.9,27.1,11.2,0.8,11.3,2017
Fort Bend County,711421,349697,361724,24.2,34.4,20.2,0.2,19.2,0.0,434611,93645.0,1349.0,38382,621,8.1,10.7,50.4,12.0,23.1,6.4,8.1,82.0,9.7,1.6,0.5,1.3,4.9,33.0,339159,82.3,11.8,5.7,0.2,5.3,2017
Franklin County,10639,5409,5230,13.9,79.6,4.5,0.5,0.0,0.1,7429,43967.0,4356.0,23642,2098,15.0,22.8,24.3,14.6,26.8,16.9,17.4,82.5,8.9,0.4,1.5,1.2,5.5,23.9,4397,74.0,11.1,14.1,0.8,7.6,2017
Freestone County,19646,10224,9422,14.7,67.5,16.1,0.2,0.4,0.0,14290,45890.0,4462.0,24060,1797,17.3,26.4,26.4,24.9,19.3,14.1,15.3,82.9,12.0,0.1,1.6,0.7,2.7,25.7,7422,73.3,19.6,7.1,0.0,4.2,2017
Frio County,19110,11363,7747,78.5,16.4,3.6,0.0,0.6,0.0,12651,37382.0,4996.0,16833,2042,20.3,26.8,19.2,22.3,17.5,20.5,20.5,84.6,11.0,0.2,1.4,0.6,2.3,15.8,6859,76.6,16.8,6.6,0.0,7.3,2017
Gaines County,19889,10082,9807,40.6,56.3,2.3,0.1,0.5,0.0,10115,58167.0,5868.0,22656,2576,11.0,11.6,28.6,11.8,18.6,24.9,16.1,74.9,18.8,0.0,4.1,0.1,2.1,19.0,8134,76.0,12.5,11.0,0.4,4.5,2017
Galveston County,321184,158564,162620,23.9,58.0,12.5,0.3,3.3,0.0,225661,65702.0,1802.0,33870,571,13.9,19.7,41.1,17.6,22.0,9.4,9.9,80.9,10.5,0.9,2.0,1.9,3.7,28.0,149076,77.0,16.7,6.1,0.1,6.5,2017
Garza County,6739,4369,2370,54.0,40.5,4.5,0.1,0.6,0.0,3472,53832.0,4373.0,20635,4165,13.5,26.1,30.3,22.3,15.5,15.2,16.7,71.5,23.8,0.0,2.0,2.6,0.1,17.4,2445,72.2,16.7,11.1,0.0,2.0,2017
Gillespie County,25939,12655,13284,22.5,75.6,0.1,0.0,0.1,0.0,19514,56267.0,3468.0,32557,2310,12.4,22.6,33.6,21.1,21.7,14.3,9.3,72.5,14.0,0.5,4.4,2.3,6.2,20.7,11800,73.4,8.9,17.2,0.5,5.0,2017
Glasscock County,1420,792,628,40.6,59.4,0.0,0.0,0.0,0.0,855,64886.0,26246.0,32885,6824,11.6,6.1,45.3,9.6,17.5,11.1,16.6,77.7,3.8,0.0,9.9,1.2,7.4,20.6,669,76.8,14.1,9.1,0.0,0.0,2017
Goliad County,7510,3778,3732,35.6,58.6,5.3,0.0,0.2,0.0,5773,56737.0,6539.0,30075,3418,16.4,31.2,29.4,11.9,24.7,16.7,17.2,76.0,13.4,0.0,5.2,0.0,5.4,29.9,2994,71.7,20.7,7.6,0.0,6.4,2017
Gonzales County,20558,10400,10158,50.1,42.3,6.7,0.1,0.2,0.0,12811,47516.0,3368.0,23635,1542,17.2,25.0,19.5,18.0,22.8,16.7,23.0,77.3,14.8,1.3,2.3,1.3,3.1,22.3,8939,76.6,14.8,8.4,0.3,5.1,2017
Gray County,22962,12143,10819,27.9,64.5,4.3,0.9,0.7,0.1,15721,48314.0,5246.0,23457,1409,14.9,20.3,23.1,17.8,24.6,18.3,16.1,85.7,10.3,0.0,1.5,1.8,0.8,19.0,9498,81.2,12.1,6.6,0.1,4.9,2017
Grayson County,126146,61556,64590,12.7,76.4,5.5,1.3,1.3,0.0,90691,52683.0,2034.0,26535,639,14.3,19.7,31.1,18.7,24.6,10.8,14.7,78.0,12.6,0.4,1.8,1.3,5.9,24.9,57373,79.8,12.5,7.4,0.2,6.5,2017
Gregg County,123402,60366,63036,18.2,58.3,20.1,0.3,1.4,0.1,84357,47970.0,1445.0,25144,748,17.6,24.5,27.8,18.7,25.1,12.0,16.5,85.3,8.4,0.2,2.0,1.3,2.8,20.4,55237,84.3,10.1,5.5,0.1,4.8,2017
Grimes County,27358,15070,12288,23.6,58.7,15.6,0.3,0.1,0.0,19712,49745.0,3213.0,23585,2861,18.6,30.7,23.3,17.9,22.4,14.9,21.4,77.5,16.3,0.0,1.4,0.9,3.9,27.1,10403,76.7,15.4,7.7,0.3,5.5,2017
Guadalupe County,150889,74611,76278,37.3,51.4,7.1,0.2,1.7,0.0,106496,66187.0,1709.0,29300,692,10.6,14.6,33.4,15.9,25.5,10.3,14.9,85.0,8.9,0.2,0.7,1.1,4.1,26.7,70169,76.3,17.8,5.6,0.3,4.5,2017
Hale County,34527,17906,16621,58.8,34.6,4.4,0.1,0.2,0.0,22811,46012.0,2409.0,19205,866,19.8,27.2,25.6,21.8,21.0,16.0,15.6,82.3,12.5,0.4,1.3,0.4,3.2,17.7,14267,74.3,19.1,6.4,0.2,6.4,2017
Hall County,3102,1552,1550,34.2,56.7,7.4,0.1,0.5,0.0,2140,31324.0,4587.0,20022,3934,22.2,27.7,20.4,25.8,23.4,25.5,4.9,82.6,12.9,0.0,2.0,1.5,0.9,15.0,1125,66.8,22.4,9.3,1.4,13.0,2017
Hamilton County,8220,4062,4158,12.0,85.1,0.7,0.7,0.2,0.0,6304,46611.0,6707.0,26522,3521,16.1,23.8,29.0,18.9,19.9,18.7,13.4,71.6,16.9,0.0,6.1,0.0,5.4,19.1,3584,69.3,18.1,11.1,1.5,3.1,2017
Hansford County,5532,2760,2772,46.4,53.3,0.1,0.1,0.0,0.0,3061,40678.0,3734.0,21989,2565,18.7,27.5,32.8,11.3,16.7,19.5,19.7,86.1,7.5,0.4,3.0,2.2,0.8,14.8,2394,72.6,14.2,13.2,0.0,3.8,2017
Hardeman County,3990,1950,2040,21.3,68.6,6.9,0.4,0.5,0.0,2832,37995.0,4188.0,21517,2118,13.8,15.9,30.4,22.1,17.3,19.2,11.0,77.0,20.4,0.0,0.5,2.1,0.0,15.9,1695,65.3,27.4,6.8,0.5,6.7,2017
Hardin County,55993,27365,28628,5.4,87.0,5.6,0.2,0.5,0.0,41486,56131.0,3351.0,29693,1678,12.0,15.0,31.9,14.2,24.2,14.2,15.4,86.7,9.4,0.2,0.9,1.0,1.9,28.3,24056,82.1,13.7,4.1,0.1,4.4,2017
Harris County,4525519,2251060,2274459,42.2,30.6,18.5,0.2,6.8,0.1,2605043,57791.0,503.0,30856,222,16.8,25.0,35.4,17.4,22.9,11.5,12.8,79.3,10.9,2.7,1.5,1.9,3.7,28.9,2180392,83.4,9.8,6.6,0.2,6.4,2017
Harrison County,66606,32517,34089,12.7,63.8,21.3,0.3,0.7,0.0,47243,48644.0,2576.0,25123,1681,17.9,24.2,32.4,15.9,20.2,13.5,18.0,87.5,6.4,0.0,0.6,1.7,3.8,20.9,27603,80.9,12.8,6.1,0.2,7.2,2017
Hartley County,5821,3524,2297,26.2,59.6,8.4,0.0,1.4,0.0,4159,64427.0,4662.0,20676,2181,8.1,11.4,38.0,14.1,18.1,17.3,12.6,84.0,8.3,0.0,2.3,0.8,4.7,11.9,2049,76.2,13.0,8.8,2.0,1.2,2017
Haskell County,5806,3247,2559,27.6,65.8,3.1,0.6,0.7,0.0,3969,43529.0,6157.0,21120,2295,19.3,32.6,22.9,22.3,19.5,17.2,18.0,79.5,11.9,0.0,4.4,1.4,2.9,16.1,2180,62.4,18.7,18.1,0.8,9.5,2017
Hays County,194843,96973,97870,37.8,55.3,3.5,0.2,1.3,0.0,139025,62815.0,1681.0,29253,738,15.3,14.8,37.5,18.7,25.7,9.2,9.0,78.9,9.8,0.8,2.0,2.1,6.4,30.1,99069,75.3,17.6,6.9,0.3,5.3,2017
Hemphill County,4152,1976,2176,35.2,61.8,0.7,0.4,0.3,0.0,2336,68679.0,8021.0,29470,3571,8.8,14.3,31.3,15.4,25.7,17.3,10.2,76.2,15.5,0.0,4.6,0.0,3.6,16.0,1898,73.7,16.9,9.4,0.0,6.9,2017
Henderson County,79687,38840,40847,12.1,78.9,6.6,0.9,0.7,0.1,59045,44888.0,1447.0,24315,975,18.0,29.2,29.1,19.6,22.9,14.4,14.0,82.0,12.0,0.1,1.2,0.6,4.0,30.6,31087,76.2,14.9,8.7,0.2,6.2,2017
Hidalgo County,839539,410383,429156,91.8,6.6,0.4,0.1,0.9,0.0,403944,37097.0,803.0,15883,288,31.8,43.8,27.0,23.5,25.6,13.0,11.0,80.4,8.8,0.3,1.2,4.4,4.9,21.9,313678,71.2,17.2,11.4,0.1,8.1,2017
Hill County,35098,17374,17724,20.0,71.3,6.3,0.2,0.3,0.2,25134,45970.0,2801.0,23342,1140,17.5,27.0,26.2,18.8,22.7,14.2,18.1,79.9,12.3,0.0,1.4,1.7,4.6,28.5,14579,78.0,14.0,7.8,0.3,8.1,2017
Hockley County,23273,11505,11768,46.9,47.7,3.6,0.6,0.2,0.1,16017,49184.0,2913.0,22673,994,14.9,18.7,26.2,17.0,24.6,19.4,12.8,78.6,16.2,0.1,2.0,0.7,2.5,19.6,10337,81.1,12.7,6.0,0.3,7.4,2017
Hood County,55418,27199,28219,12.0,84.8,0.7,0.9,0.8,0.0,42883,60275.0,2698.0,32578,1911,12.3,20.3,32.6,14.9,23.3,13.2,16.1,87.7,6.2,0.2,0.5,0.9,4.5,32.5,22905,80.1,10.5,9.1,0.3,3.0,2017
Hopkins County,35929,17643,18286,16.3,74.0,6.7,0.2,0.7,0.1,25059,47832.0,1988.0,24236,1087,17.9,27.3,28.4,17.6,22.5,11.8,19.7,82.8,10.4,0.3,2.0,1.0,3.5,23.3,15408,78.5,12.7,8.5,0.3,5.9,2017
Houston County,22849,12274,10575,10.7,62.0,24.9,0.2,0.4,0.0,17923,33552.0,2167.0,17884,1092,24.7,40.3,24.7,22.2,22.1,12.7,18.3,85.5,8.4,0.0,1.0,1.3,3.8,26.4,7642,67.1,21.8,11.0,0.0,4.5,2017
Howard County,36491,20588,15903,41.2,50.0,5.2,0.7,0.8,0.1,25331,50855.0,2162.0,22994,1387,13.9,16.6,29.0,18.6,22.9,14.9,14.6,80.1,15.9,0.4,1.3,1.1,1.1,18.8,14393,72.7,20.7,6.3,0.3,6.7,2017
Hudspeth County,3702,1841,1861,78.4,18.5,1.5,0.0,1.2,0.0,1737,26346.0,4472.0,12543,2216,35.6,51.5,17.8,38.4,14.1,17.5,12.2,78.9,5.6,0.0,3.8,1.9,9.8,29.0,1083,63.1,26.4,10.5,0.0,5.7,2017
Hunt County,90322,44432,45890,15.3,72.9,7.8,0.8,1.2,0.0,65205,49319.0,2246.0,23942,706,18.8,26.2,31.7,17.3,24.3,12.7,14.1,81.1,12.0,0.0,2.1,1.2,3.6,30.8,38753,79.8,13.9,6.2,0.1,6.5,2017
Hutchinson County,21704,10838,10866,22.5,71.3,2.0,1.3,0.6,0.3,15528,50035.0,4099.0,25154,1481,16.4,23.6,22.0,17.0,25.0,18.9,17.1,85.3,11.6,0.0,1.0,0.6,1.5,18.3,9149,81.2,12.9,5.8,0.1,5.2,2017
Irion County,1592,853,739,22.9,72.4,3.2,0.0,0.0,0.0,1216,63021.0,10537.0,32307,4502,13.5,16.3,37.2,9.6,21.0,13.2,18.9,80.7,3.0,1.0,1.4,0.0,13.9,22.3,718,69.4,16.0,13.8,0.8,6.9,2017
Jack County,8839,4973,3866,16.3,77.9,4.5,0.4,0.1,0.0,6485,52829.0,5647.0,25553,2356,18.2,27.8,24.9,13.0,24.0,19.6,18.4,85.6,8.0,0.0,1.0,0.6,4.8,26.5,3160,76.1,13.8,9.5,0.6,3.6,2017
Jackson County,14756,7214,7542,32.3,59.4,7.1,0.0,0.3,0.1,10103,58504.0,5746.0,26809,1678,13.7,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,6760,76.2,15.1,7.9,0.8,4.7,2017
Jasper County,35444,17420,18024,6.5,74.7,16.7,0.1,0.5,0.0,26438,41960.0,4187.0,21402,1245,16.8,22.3,23.7,18.8,24.7,16.6,16.2,80.5,11.7,0.2,0.3,5.5,1.9,29.9,12541,80.2,14.1,5.8,0.0,10.3,2017
Jeff Davis County,2236,1070,1166,36.2,60.9,0.7,0.1,1.5,0.0,1542,46534.0,10024.0,25167,3334,6.7,0.0,32.1,22.3,14.1,21.0,10.6,64.3,19.4,0.0,5.2,0.0,11.1,18.5,911,54.8,29.6,15.6,0.0,5.1,2017
Jefferson County,254574,130404,124170,19.5,41.7,33.7,0.2,3.6,0.0,175785,46315.0,1252.0,25370,616,19.4,29.2,28.9,19.6,23.2,13.4,14.9,89.5,6.8,0.5,0.7,0.9,1.6,19.7,105319,83.0,13.0,3.9,0.1,6.5,2017
Jim Hogg County,5262,2623,2639,93.8,5.9,0.0,0.0,0.0,0.0,3499,31403.0,4984.0,17761,2786,26.0,35.9,26.4,24.1,13.1,13.7,22.7,77.3,21.0,1.2,0.5,0.0,0.0,33.0,1646,62.0,30.4,7.7,0.0,17.0,2017
Jim Wells County,41318,20134,21184,80.2,18.3,0.5,0.1,0.6,0.1,28280,41103.0,3613.0,20631,1578,23.0,32.4,28.6,18.8,20.3,17.1,15.2,83.8,9.6,0.0,2.6,1.0,3.2,28.6,16282,78.5,13.1,8.4,0.0,5.3,2017
Johnson County,160173,79887,80286,20.3,73.6,2.8,0.4,0.8,0.4,113111,60458.0,1793.0,26574,672,11.0,14.6,30.6,14.1,22.2,11.7,21.5,85.5,8.5,0.1,1.2,0.9,3.7,30.3,72273,82.4,10.8,6.7,0.2,4.9,2017
Jones County,19969,12658,7311,27.2,54.8,14.5,0.1,0.3,0.0,15944,48601.0,5941.0,17960,1698,15.9,19.9,31.9,24.0,19.5,10.5,14.1,76.9,16.6,0.0,2.7,1.0,2.8,20.2,5057,65.5,23.2,11.1,0.3,4.2,2017
Karnes County,15051,8960,6091,52.9,37.8,8.7,0.1,0.1,0.0,11095,53051.0,5261.0,27011,2534,19.3,32.1,27.4,20.2,22.8,16.5,13.0,82.6,12.2,0.1,0.9,0.8,3.5,21.7,5433,70.1,21.8,7.7,0.5,4.1,2017
Kaufman County,114852,56347,58505,19.9,66.6,10.4,0.4,1.1,0.1,77303,63926.0,2146.0,26631,722,12.4,16.4,33.4,15.2,25.9,11.6,13.9,83.0,11.0,0.3,0.5,1.5,3.6,34.7,53146,77.5,16.5,5.8,0.2,6.5,2017
Kendall County,40306,19568,20738,23.0,73.6,0.7,0.0,0.7,0.1,29350,81023.0,5739.0,39517,2548,5.7,7.7,44.8,16.5,22.6,9.1,7.0,79.1,9.7,0.1,2.3,1.2,7.6,31.2,18640,75.8,13.6,10.7,0.0,4.4,2017
Kenedy County,564,280,284,88.5,11.3,0.0,0.0,0.2,0.0,296,24800.0,15011.0,13705,4641,24.8,29.9,19.1,28.4,24.0,28.4,0.0,97.2,0.0,0.0,2.8,0.0,0.0,16.3,183,66.1,33.9,0.0,0.0,0.0,2017
Kent County,680,311,369,21.6,77.1,0.7,0.6,0.0,0.0,527,52250.0,12784.0,27515,5559,17.9,42.0,40.1,16.1,21.7,13.5,8.6,72.3,9.3,0.0,15.0,1.7,1.7,7.7,304,51.3,39.5,8.2,1.0,1.6,2017
Kerr County,50761,24563,26198,26.1,69.9,1.4,0.2,1.0,0.0,38666,48698.0,2928.0,28484,1842,13.8,23.3,30.3,24.1,23.2,12.7,9.8,78.8,14.0,0.0,1.9,0.7,4.5,20.0,21475,72.3,15.2,12.5,0.0,6.0,2017
Kimble County,4432,2140,2292,23.7,74.3,0.0,0.5,0.0,0.0,3485,41095.0,2463.0,26982,5998,22.1,36.4,26.0,22.1,24.6,17.9,9.4,72.6,19.4,0.0,3.3,1.3,3.4,20.6,2027,69.8,18.5,11.5,0.1,6.4,2017
King County,289,150,139,26.6,73.4,0.0,0.0,0.0,0.0,184,56964.0,20503.0,29918,7391,3.5,6.8,38.2,8.1,15.0,36.4,2.3,89.6,1.7,0.0,3.5,1.2,4.0,12.4,173,72.8,20.2,6.9,0.0,6.0,2017
Kinney County,3631,2234,1397,61.8,38.1,0.1,0.0,0.0,0.0,2567,34926.0,7639.0,21395,2872,10.6,8.3,24.2,38.6,10.7,21.6,4.9,81.4,4.4,1.2,0.1,5.6,7.3,18.7,1351,56.6,35.7,7.7,0.0,8.1,2017
Kleberg County,31540,16290,15250,72.3,21.0,3.5,0.1,2.0,0.0,22956,41700.0,3197.0,19806,1248,23.7,27.4,31.1,20.7,20.3,16.0,11.8,76.1,12.9,0.0,6.8,2.3,1.8,17.6,13683,69.1,25.7,4.8,0.3,9.7,2017
Knox County,3753,1879,1874,33.4,59.4,6.0,0.1,0.2,0.0,2516,46319.0,5444.0,21046,1742,14.7,23.2,32.6,13.5,15.8,25.2,12.9,77.3,16.5,0.0,1.4,0.3,4.4,17.5,1504,70.5,20.5,8.4,0.7,5.1,2017
Lamar County,49401,23876,25525,7.5,75.0,12.3,0.3,0.9,0.3,36668,42198.0,2190.0,23625,1106,17.8,26.1,27.1,17.6,24.9,12.6,17.8,81.4,10.0,0.1,2.4,3.0,3.2,20.3,21134,79.4,13.6,6.8,0.2,5.6,2017
Lamb County,13368,6832,6536,55.0,39.8,3.6,0.3,0.5,0.0,8783,43712.0,2899.0,21760,1344,20.5,28.3,34.8,14.9,19.1,18.1,13.2,82.2,9.0,0.1,2.0,3.2,3.6,17.2,5671,74.6,18.2,7.1,0.2,3.6,2017
Lampasas County,20473,10144,10329,19.2,72.9,3.0,0.4,1.1,1.0,15176,54467.0,3818.0,26405,1316,12.0,14.9,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612,70.3,21.8,7.7,0.1,7.4,2017
