CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)","Dedicated Veteran Beds (ES, TH, SH)","Dedicated Youth Beds (ES, TH, SH)",Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Dedicated Veteran Beds (ES),Dedicated Youth Beds (ES),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Dedicated Veteran Beds (TH),Dedicated Youth Beds (TH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Dedicated Veteran Beds (SH),Dedicated Youth Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Dedicated Veteran Beds (RRH),Dedicated Youth Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Dedicated Veteran Beds (PSH),Dedicated Youth Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH),Dedicated Veteran Beds (OPH),Dedicated Youth Beds (OPH),"(percentage) HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",(percentage) HMIS Participation Rate for Year-Round Beds (ES),(percentage) HMIS Participation Rate for Year-Round Beds (TH),(percentage) HMIS Participation Rate for Year-Round Beds (RRH),(percentage) HMIS Participation Rate for Year-Round Beds (PSH)
23.0,287.0,227.0,161.0,247.0,40.0,0.0,24.0,110.0,172.0,5.0,28.0,12.0,197.0,131.0,105.0,0.0,21.0,103.0,139.0,5.0,5.0,5.0,30.0,30.0,3.0,7.0,33.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,264.0,264.0,69.0,248.0,16.0,0.0,0.0,4.0,623.0,623.0,619.0,38.0,123.0,500.0,0.0,216.0,17.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,53.04,75.0,100.0,99.36
23.0,435.0,282.0,282.0,245.0,184.0,6.0,76.0,226.0,193.0,16.0,20.0,29.0,201.0,201.0,0.0,5.0,37.0,110.0,123.0,12.0,20.0,15.0,75.0,75.0,39.0,116.0,64.0,4.0,0.0,14.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,55.0,55.0,55.0,13.0,37.0,18.0,0.0,4.0,36.0,401.0,382.0,382.0,55.0,211.0,190.0,0.0,115.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.83,82.04,40.76,100.0,95.26
23.0,184.0,119.0,109.0,122.0,62.0,0.0,23.0,93.0,90.0,1.0,0.0,1.0,84.0,74.0,0.0,0.0,7.0,36.0,86.0,0.0,0.0,0.0,35.0,35.0,16.0,57.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,4.0,13.0,5.0,0.0,17.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24,60.66,56.45,100.0,100.0
23.0,141.0,107.0,95.0,128.0,13.0,0.0,20.0,57.0,75.0,9.0,4.0,9.0,106.0,94.0,73.0,0.0,15.0,45.0,75.0,8.0,4.0,8.0,1.0,1.0,5.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,71.0,31.0,62.0,9.0,0.0,15.0,43.0,306.0,306.0,290.0,73.0,197.0,109.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.38,73.44,7.69,100.0,94.77
23.0,212.0,158.0,158.0,181.0,31.0,0.0,20.0,77.0,135.0,0.0,18.0,0.0,127.0,127.0,0.0,26.0,20.0,77.0,104.0,0.0,18.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,6.0,21.0,19.0,0.0,10.0,0.0,97.0,97.0,13.0,4.0,8.0,89.0,0.0,84.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53,70.17,100.0,100.0,13.4
23.0,228.0,210.0,210.0,151.0,77.0,0.0,51.0,96.0,132.0,0.0,0.0,0.0,133.0,133.0,0.0,0.0,42.0,73.0,78.0,0.0,0.0,0.0,77.0,77.0,9.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,3.0,5.0,13.0,0.0,5.0,0.0,22.0,22.0,22.0,5.0,16.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.11,88.08,100.0,100.0,100.0
23.0,50.0,20.0,20.0,24.0,26.0,0.0,12.0,34.0,7.0,9.0,0.0,9.0,17.0,17.0,19.0,0.0,4.0,11.0,7.0,6.0,0.0,6.0,3.0,3.0,8.0,23.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,5.0,19.0,6.0,0.0,4.0,0.0,23.0,23.0,23.0,1.0,4.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,70.83,11.54,100.0,100.0
23.0,304.0,264.0,264.0,161.0,143.0,0.0,46.0,158.0,146.0,0.0,0.0,0.0,145.0,145.0,0.0,11.0,19.0,80.0,81.0,0.0,0.0,0.0,119.0,119.0,27.0,78.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,89.0,89.0,34.0,115.0,7.0,0.0,0.0,0.0,136.0,136.0,136.0,23.0,76.0,60.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84,90.06,83.22,72.95,100.0
23.0,111.0,65.0,65.0,45.0,66.0,0.0,33.0,110.0,1.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,36.0,36.0,20.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,57.0,57.0,15.0,54.0,12.0,0.0,2.0,0.0,43.0,43.0,43.0,11.0,32.0,11.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.56,64.44,54.55,86.36,100.0
24.0,2593.0,2347.0,2247.0,1889.0,704.0,0.0,384.0,1331.0,1226.0,36.0,76.0,217.0,1716.0,1711.0,43.0,69.0,259.0,992.0,877.0,20.0,0.0,65.0,631.0,536.0,125.0,339.0,349.0,16.0,76.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,880.0,880.0,229.0,730.0,150.0,0.0,40.0,122.0,5126.0,5094.0,4516.0,619.0,2081.0,3045.0,0.0,475.0,172.0,639.0,2321.0,2299.0,2200.0,262.0,968.0,1350.0,3.0,2.0,88.0,86.66,90.58,76.14,100.0,88.1
24.0,1655.0,1382.0,907.0,982.0,673.0,0.0,202.0,743.0,896.0,16.0,17.0,98.0,774.0,567.0,64.0,13.0,77.0,250.0,720.0,12.0,0.0,45.0,608.0,340.0,125.0,493.0,176.0,4.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,461.0,461.0,129.0,409.0,52.0,0.0,20.0,47.0,2835.0,2743.0,2395.0,315.0,1157.0,1677.0,1.0,332.0,221.0,925.0,625.0,625.0,623.0,82.0,281.0,338.0,6.0,0.0,28.0,54.8,57.74,50.52,100.0,84.48
24.0,417.0,342.0,249.0,212.0,205.0,0.0,94.0,303.0,106.0,8.0,0.0,50.0,157.0,84.0,97.0,11.0,46.0,146.0,58.0,8.0,0.0,16.0,185.0,165.0,48.0,157.0,48.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,128.0,128.0,28.0,97.0,31.0,0.0,1.0,16.0,302.0,302.0,282.0,55.0,168.0,134.0,0.0,31.0,0.0,237.0,581.0,567.0,517.0,101.0,284.0,287.0,10.0,3.0,28.0,59.71,39.62,80.49,100.0,93.38
24.0,428.0,338.0,263.0,336.0,92.0,0.0,82.0,248.0,180.0,0.0,4.0,41.0,246.0,180.0,0.0,36.0,64.0,197.0,139.0,0.0,0.0,11.0,92.0,83.0,18.0,51.0,41.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,277.0,77.0,219.0,58.0,0.0,9.0,41.0,955.0,955.0,876.0,120.0,301.0,654.0,0.0,92.0,68.0,224.0,161.0,161.0,161.0,23.0,56.0,105.0,0.0,0.0,0.0,61.45,53.57,90.22,100.0,91.73
24.0,78.0,68.0,72.0,24.0,54.0,0.0,16.0,42.0,36.0,0.0,0.0,19.0,24.0,24.0,0.0,8.0,5.0,13.0,11.0,0.0,0.0,2.0,44.0,48.0,11.0,29.0,25.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,2.0,6.0,24.0,0.0,3.0,0.0,82.0,82.0,82.0,15.0,34.0,48.0,0.0,10.0,0.0,5.0,115.0,115.0,95.0,30.0,76.0,39.0,0.0,0.0,0.0,92.31,100.0,88.89,100.0,100.0
24.0,554.0,479.0,304.0,288.0,266.0,0.0,152.0,363.0,189.0,2.0,26.0,64.0,221.0,130.0,43.0,4.0,58.0,171.0,117.0,0.0,0.0,1.0,258.0,174.0,94.0,192.0,72.0,2.0,26.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,242.0,245.0,36.0,125.0,120.0,0.0,16.0,2.0,252.0,252.0,188.0,36.0,109.0,143.0,0.0,64.0,0.0,64.0,288.0,280.0,268.0,80.0,232.0,56.0,0.0,26.0,0.0,54.87,45.14,65.41,100.0,74.6
24.0,336.0,301.0,296.0,191.0,145.0,0.0,85.0,208.0,113.0,15.0,0.0,55.0,163.0,158.0,16.0,27.0,30.0,93.0,93.0,5.0,0.0,9.0,138.0,138.0,55.0,115.0,20.0,10.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,73.0,72.0,32.0,84.0,15.0,0.0,15.0,46.0,134.0,134.0,134.0,49.0,100.0,34.0,0.0,7.0,27.0,10.0,340.0,340.0,304.0,87.0,210.0,130.0,0.0,0.0,0.0,88.1,82.72,95.17,72.73,100.0
24.0,205.0,179.0,179.0,86.0,119.0,0.0,46.0,128.0,77.0,0.0,4.0,57.0,60.0,60.0,0.0,25.0,17.0,42.0,44.0,0.0,4.0,0.0,119.0,119.0,29.0,86.0,33.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,210.0,57.0,190.0,20.0,0.0,1.0,14.0,646.0,646.0,631.0,132.0,363.0,283.0,0.0,19.0,2.0,294.0,48.0,48.0,48.0,16.0,48.0,0.0,0.0,0.0,0.0,87.32,69.77,100.0,100.0,97.68
24.0,368.0,319.0,287.0,199.0,169.0,0.0,68.0,223.0,145.0,0.0,9.0,55.0,150.0,123.0,29.0,2.0,28.0,95.0,104.0,0.0,0.0,18.0,169.0,164.0,40.0,128.0,41.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,101.0,24.0,50.0,51.0,0.0,15.0,6.0,549.0,549.0,535.0,96.0,245.0,304.0,0.0,21.0,35.0,135.0,440.0,440.0,421.0,76.0,264.0,176.0,0.0,0.0,11.0,77.99,61.81,97.04,100.0,97.45
24.0,96.0,84.0,78.0,56.0,40.0,0.0,35.0,80.0,16.0,0.0,0.0,19.0,44.0,38.0,0.0,0.0,21.0,46.0,10.0,0.0,0.0,3.0,40.0,40.0,14.0,34.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,111.0,111.0,47.0,109.0,13.0,0.0,0.0,0.0,148.0,148.0,148.0,40.0,122.0,26.0,0.0,0.0,14.0,51.0,41.0,41.0,41.0,18.0,27.0,14.0,0.0,0.0,0.0,81.25,67.86,100.0,90.98,100.0
25.0,362.0,298.0,220.0,177.0,185.0,0.0,79.0,179.0,148.0,35.0,8.0,169.0,138.0,124.0,48.0,39.0,38.0,133.0,30.0,14.0,0.0,23.0,160.0,96.0,41.0,46.0,118.0,21.0,8.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,21.0,84.0,13.0,0.0,4.0,9.0,532.0,532.0,337.0,84.0,282.0,250.0,0.0,211.0,0.0,481.0,65.0,65.0,0.0,6.0,12.0,53.0,0.0,46.0,0.0,60.77,70.06,51.89,100.0,63.35
25.0,1023.0,872.0,744.0,490.0,533.0,0.0,155.0,520.0,500.0,3.0,118.0,76.0,419.0,377.0,184.0,50.0,61.0,200.0,290.0,0.0,4.0,16.0,453.0,367.0,94.0,320.0,210.0,3.0,114.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,263.0,270.0,60.0,193.0,90.0,0.0,32.0,3.0,1866.0,1866.0,1564.0,224.0,712.0,1154.0,0.0,268.0,16.0,1860.0,52.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,72.73,76.94,68.86,95.41,83.82
25.0,165.0,102.0,102.0,140.0,25.0,0.0,39.0,131.0,27.0,7.0,0.0,20.0,77.0,77.0,0.0,120.0,32.0,114.0,22.0,4.0,0.0,10.0,25.0,25.0,7.0,17.0,5.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,14.0,61.0,25.0,0.0,18.0,12.0,33.0,33.0,33.0,3.0,8.0,25.0,0.0,7.0,0.0,33.0,117.0,117.0,117.0,1.0,2.0,115.0,0.0,1.0,2.0,61.82,55.0,100.0,100.0,100.0
25.0,446.0,221.0,208.0,404.0,42.0,0.0,66.0,195.0,228.0,23.0,0.0,30.0,179.0,166.0,124.0,35.0,54.0,171.0,212.0,21.0,0.0,22.0,42.0,42.0,12.0,24.0,16.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,142.0,142.0,37.0,132.0,30.0,0.0,35.0,28.0,168.0,168.0,98.0,14.0,41.0,127.0,0.0,76.0,8.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.64,41.09,100.0,87.65,58.33
25.0,307.0,277.0,76.0,217.0,90.0,0.0,21.0,68.0,214.0,25.0,40.0,25.0,187.0,39.0,18.0,0.0,11.0,32.0,161.0,24.0,15.0,24.0,90.0,37.0,10.0,36.0,53.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.0,7.0,25.0,16.0,0.0,7.0,0.0,176.0,176.0,98.0,9.0,27.0,149.0,0.0,78.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76,17.97,41.11,100.0,55.68
25.0,234.0,166.0,166.0,151.0,65.0,18.0,44.0,115.0,119.0,0.0,1.0,29.0,105.0,105.0,20.0,22.0,28.0,73.0,78.0,0.0,1.0,21.0,43.0,43.0,16.0,42.0,23.0,0.0,0.0,8.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,27.0,27.0,27.0,4.0,17.0,10.0,0.0,5.0,3.0,204.0,191.0,157.0,24.0,88.0,116.0,0.0,37.0,7.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.94,69.54,66.15,100.0,76.96
25.0,1995.0,1624.0,1356.0,1206.0,764.0,25.0,262.0,859.0,1053.0,83.0,120.0,211.0,898.0,810.0,0.0,110.0,114.0,513.0,679.0,14.0,39.0,42.0,701.0,521.0,148.0,346.0,349.0,69.0,56.0,169.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,370.0,265.0,265.0,98.0,286.0,77.0,7.0,75.0,26.0,2033.0,2033.0,2033.0,475.0,953.0,1080.0,0.0,458.0,8.0,1717.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,67.97,67.16,68.19,71.62,100.0
25.0,1446.0,566.0,310.0,1162.0,276.0,8.0,213.0,685.0,718.0,43.0,81.0,89.0,334.0,272.0,95.0,3.0,152.0,517.0,608.0,37.0,81.0,46.0,224.0,30.0,61.0,168.0,102.0,6.0,0.0,43.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,340.0,313.0,256.0,65.0,213.0,127.0,0.0,45.0,0.0,1009.0,1009.0,709.0,145.0,459.0,550.0,0.0,300.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.44,23.41,10.87,75.29,70.27
27.0,539.0,447.0,193.0,193.0,346.0,0.0,73.0,249.0,272.0,18.0,8.0,67.0,141.0,111.0,0.0,0.0,17.0,88.0,87.0,18.0,2.0,36.0,306.0,82.0,56.0,161.0,185.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,113.0,113.0,66.0,119.0,0.0,0.0,44.0,16.0,653.0,653.0,653.0,442.0,638.0,15.0,0.0,3.0,12.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.81,57.51,23.7,94.96,100.0
27.0,361.0,219.0,219.0,320.0,41.0,0.0,45.0,166.0,191.0,4.0,24.0,12.0,178.0,178.0,0.0,10.0,45.0,166.0,150.0,4.0,0.0,4.0,41.0,41.0,0.0,0.0,41.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,679.0,676.0,151.0,485.0,194.0,0.0,66.0,0.0,199.0,199.0,199.0,9.0,33.0,166.0,0.0,89.0,0.0,46.0,75.0,75.0,75.0,4.0,16.0,59.0,0.0,10.0,0.0,60.66,55.63,100.0,99.56,100.0
27.0,62.0,12.0,12.0,25.0,37.0,0.0,24.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,2.0,0.0,0.0,0.0,12.0,12.0,15.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,342.0,342.0,28.0,103.0,243.0,0.0,96.0,18.0,58.0,46.0,46.0,5.0,14.0,44.0,0.0,8.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,0.0,32.43,98.84,79.31
28.0,1351.0,1035.0,433.0,961.0,390.0,0.0,201.0,667.0,661.0,23.0,115.0,43.0,741.0,361.0,86.0,56.0,134.0,444.0,517.0,0.0,12.0,0.0,294.0,72.0,67.0,223.0,144.0,23.0,103.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,232.0,232.0,55.0,152.0,80.0,0.0,73.0,7.0,941.0,941.0,272.0,164.0,311.0,630.0,0.0,572.0,13.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.05,37.57,18.46,100.0,28.91
29.0,417.0,378.0,293.0,355.0,62.0,0.0,32.0,103.0,314.0,0.0,24.0,0.0,316.0,256.0,80.0,7.0,32.0,103.0,252.0,0.0,0.0,0.0,62.0,37.0,0.0,0.0,62.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,62.0,62.0,11.0,42.0,39.0,0.0,21.0,0.0,397.0,397.0,131.0,47.0,151.0,246.0,0.0,199.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.26,72.11,59.68,76.54,33.0
29.0,523.0,503.0,320.0,259.0,264.0,0.0,28.0,87.0,430.0,6.0,208.0,6.0,239.0,98.0,17.0,77.0,10.0,29.0,224.0,6.0,24.0,6.0,264.0,222.0,18.0,58.0,206.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,28.0,1.0,3.0,28.0,0.0,24.0,0.0,511.0,511.0,186.0,34.0,85.0,426.0,0.0,325.0,0.0,186.0,50.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,61.19,37.84,84.09,90.32,36.4
29.0,296.0,282.0,282.0,252.0,44.0,0.0,34.0,122.0,174.0,0.0,56.0,0.0,238.0,238.0,0.0,10.0,34.0,122.0,130.0,0.0,12.0,0.0,44.0,44.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,101.0,101.0,27.0,87.0,27.0,0.0,10.0,0.0,347.0,347.0,347.0,35.0,125.0,222.0,0.0,186.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27,94.44,100.0,88.6,100.0
29.0,3277.0,2472.0,1398.0,2573.0,704.0,0.0,435.0,1429.0,1837.0,11.0,34.0,21.0,1810.0,1161.0,64.0,5.0,308.0,1080.0,1492.0,1.0,14.0,1.0,662.0,237.0,127.0,349.0,345.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,409.0,86.0,284.0,144.0,0.0,78.0,0.0,2002.0,2002.0,1565.0,303.0,1106.0,896.0,0.0,471.0,0.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.66,45.12,33.66,95.56,78.17
29.0,445.0,395.0,368.0,381.0,64.0,0.0,63.0,178.0,258.0,9.0,43.0,17.0,331.0,304.0,62.0,11.0,54.0,160.0,212.0,9.0,0.0,9.0,64.0,64.0,9.0,18.0,46.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,17.0,50.0,30.0,0.0,1.0,7.0,375.0,375.0,241.0,58.0,168.0,207.0,0.0,149.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,79.79,100.0,100.0,64.27
29.0,1323.0,1163.0,1083.0,971.0,352.0,0.0,59.0,539.0,775.0,9.0,86.0,9.0,851.0,839.0,124.0,113.0,11.0,374.0,588.0,9.0,57.0,9.0,312.0,244.0,48.0,165.0,187.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,560.0,157.0,476.0,84.0,0.0,24.0,11.0,1248.0,1248.0,784.0,119.0,372.0,876.0,0.0,476.0,0.0,733.0,321.0,321.0,276.0,84.0,274.0,47.0,0.0,0.0,0.0,81.86,86.41,69.32,100.0,62.82
29.0,294.0,239.0,187.0,234.0,40.0,20.0,21.0,70.0,219.0,5.0,16.0,14.0,199.0,147.0,0.0,0.0,12.0,44.0,190.0,0.0,0.0,9.0,40.0,40.0,4.0,11.0,29.0,0.0,16.0,0.0,0.0,0.0,5.0,15.0,0.0,5.0,0.0,5.0,26.0,26.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,210.0,210.0,101.0,13.0,45.0,165.0,0.0,109.0,0.0,101.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,63.61,62.82,100.0,100.0,48.1
29.0,748.0,698.0,541.0,509.0,239.0,0.0,81.0,344.0,398.0,6.0,0.0,24.0,459.0,459.0,0.0,105.0,27.0,193.0,310.0,6.0,0.0,6.0,239.0,82.0,54.0,151.0,88.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,219.0,219.0,51.0,187.0,32.0,0.0,22.0,0.0,565.0,565.0,565.0,64.0,199.0,366.0,0.0,9.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.33,90.18,34.31,100.0,100.0
29.0,229.0,170.0,106.0,205.0,24.0,0.0,29.0,88.0,136.0,5.0,4.0,15.0,146.0,106.0,10.0,27.0,22.0,71.0,129.0,5.0,4.0,5.0,24.0,0.0,7.0,17.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,7.0,16.0,0.0,0.0,1.0,0.0,140.0,140.0,140.0,23.0,86.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29,51.71,0.0,100.0,100.0
29.0,132.0,126.0,126.0,38.0,94.0,0.0,49.0,121.0,11.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,8.0,33.0,5.0,0.0,0.0,0.0,94.0,94.0,41.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,14.0,14.0,15.0,0.0,1.0,14.0,223.0,223.0,223.0,21.0,76.0,147.0,0.0,190.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45,84.21,100.0,100.0,100.0
29.0,95.0,95.0,95.0,43.0,52.0,0.0,9.0,27.0,68.0,0.0,0.0,0.0,43.0,43.0,0.0,21.0,9.0,27.0,16.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,96.0,96.0,82.0,9.0,36.0,60.0,0.0,14.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,85.42
29.0,149.0,61.0,53.0,112.0,37.0,0.0,21.0,69.0,80.0,0.0,0.0,0.0,57.0,24.0,30.0,15.0,14.0,46.0,66.0,0.0,0.0,0.0,4.0,29.0,7.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,20.0,4.0,13.0,7.0,0.0,0.0,0.0,60.0,48.0,48.0,6.0,27.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.57,21.43,78.38,100.0,80.0
